Export period 25.02.2020 - 24.02.2021
833002201;"Runevej (Døstrupvej / Rebild Kommune)";545619;6287050
833200201;"St. Rørbæk (Rebild Kommune)";543702;6284832
833200202;"St. Rørbæk (Rebild Kommune)";543684;6284826
833200203;"St. Rørbæk (Rebild Kommune)";543686;6284852
835000101;"Pandrup Torv (Bredgade / Jammerbugt Kommune)";540891;6342619
835000102;"Pandrup Torv (Bredgade / Jammerbugt Kommune)";540880;6342618
835000201;"Kås Midtby (Jammerbugt Kommune)";540755;6339402
835001501;"Jetsmark Hallen (Bredgade / Jammerbugt Kom.)";540777;6340673
835100101;"Saltum Bymidte (Søndergade / Jammerbugt Komm)";542081;6347852
837000101;"Tofthøjvej (Storvorde)";566988;6317991
837000102;"Tofthøjvej (Storvorde)";567007;6317989
837000301;"Sejlflod (Aalborg Kommune)";566928;6316513
837000302;"Sejlflod (Aalborg Kommune)";566943;6316544
837050401;"Hjørnet (Kystvej / Aalborg Kommune)";576785;6309565
837100101;"Gudumholm (Aagade/Aalborg)";566984;6314362
837200101;"Fjordvej  (Gl. Egensevej/Mou)";574263;6314496
837200102;"Fjordvej  (Gl. Egensevej/Mou)";574245;6314524
837300101;"Jernbanegade (Kongerslev)";567995;6305309
839000201;"Hegnet (Ugiltvej / Lørslev)";565373;6365589
839000401;"Astrup (Astrupvej / Hjørring Kommune)";565554;6371298
839200101;"Vestergade (Sindal / Hjørring kommune)";572033;6370423
839200102;"Vestergade (Sindal / Hjørring kommune)";572033;6370439
843000101;"Skørping Station (Bus)";554167;6299475
843000102;"Skørping Station (Bus)";554162;6299435
843000301;"Hellum Byvej (Skørpingvej / Hellum)";558434;6297607
843000302;"Hellum Byvej (Skørpingvej / Hellum)";558411;6297609
843000401;"Bælum Torv (Rebild Kommune)";568346;6299085
843000402;"Bælum Torv (Rebild Kommune)";568336;6299107
843100101;"Blenstrup Skole (Halvej / Rebild Kommune)";561870;6304520
843100102;"Blenstrup Skole (Halvej / Rebild Kommune)";561880;6304520
843200101;"Terndrup Busterminal";564688;6296987
843200102;"Terndrup Busterminal";564690;6296988
843200201;"Lyngvej (Rebildvej / Rebild)";551866;6299257
843200202;"Lyngvej (Rebildvej / Rebild)";551873;6299267
843200701;"Terndrup Bymidte (Hadsundvej)";564593;6297298
843200702;"Terndrup Bymidte (Hadsundvej)";564594;6297212
845000201;"Suldrup Centrum (Hjedsbækvej / Suldrup)";542744;6300700
845000202;"Suldrup Centrum (Hjedsbækvej / Suldrup)";542736;6300692
845200301;"Gravlev (Hobrovej / Rebild Kommune)";549684;6300032
847000101;"Sæby Busterminal";591148;6355322
847000102;"Sæby Busterminal";591149;6355317
847000103;"Sæby Busterminal";591149;6355313
847000104;"Sæby Busterminal";591149;6355308
847000106;"Sæby Busterminal";591150;6355299
847000107;"Sæby Busterminal";591150;6355294
847000108;"Sæby Busterminal";591150;6355289
847000109;"Sæby Busterminal";591160;6355303
847000201;"Enebærvej (Hjørringvej / Frederikshavn Komm.)";583310;6354150
847000401;"Røllenvej (Ålborgvej / Frederikshavn Kommune)";586493;6352742
847000501;"Thorshøj Vest (Hjørringvej / Thorshøj)";578638;6355678
847100101;"Albækvej (Voerså / Frederikshavn Kommune)";589831;6341591
847100201;"Præstbro / Smedevej (Frederikshavn Kommune)";583799;6344196
847100301;"Sulbæk (Frederikshavnsvej / Fr. Havn Komm.)";590773;6359191
847100302;"Sulbæk (Frederikshavnsvej / Fr. Havn Komm.)";590720;6359008
847100303;"Sulbæk (Frederikshavnsvej / Fr. Havn Komm.)";590678;6359086
847200101;"Smedegården (Lyngså / Frederikshavn Komm.)";591411;6345645
847300101;"Østervrå Torv (Vrængmosevej)";574437;6356064
847300102;"Østervrå Torv (Vrængmosevej)";574438;6356068
849000101;"Aabybro Busterminal";544254;6335607
849000104;"Aabybro Busterminal";544274;6335601
849000105;"Aabybro Busterminal";544255;6335593
849000106;"Aabybro Busterminal";544274;6335593
849001101;"Huskærvej (kjellerupsvej / Jammerbugt Kommune)";544705;6326973
849100102;"Hjorthsvej (Gl. Landevej / Birkelse)";541295;6334171
851000601;"Ribevej (Langagervej / Aalborg)";559223;6320417
851000602;"Ribevej (Langagervej / Aalborg)";559240;6320404
851001201;"Østerbrogade (Nørresundby)";556072;6324166
851001202;"Østerbrogade (Nørresundby)";556064;6324182
851003401;"Kvickly (Loftbrovej / Nørresundby)";559158;6327771
851013101;"Virkelyst (Hjørringvej / Nørresundby)";558164;6326870
851013102;"Virkelyst (Hjørringvej / Nørresundby)";558124;6326848
851023201;"Gistrup Skole (Gistrup)";560899;6316942
851201401;"Vodskov Brugs (Vodskovvej / Vodskov)";562011;6329250
851300101;"Ellidshoj (Ellidshøjvej / Aalborg Kommune)";552964;6310269
851300102;"Ellidshoj (Ellidshøjvej / Aalborg Kommune)";552948;6310280
851400101;"Mølletoften (Hadsundvej / Gistrup)";560350;6317532
851400102;"Mølletoften (Hadsundvej / Gistrup)";560388;6317481
851480101;"Rærup (Aalborg Kommune)";562174;6328469
851804101;"Svenstrup Station (Hobrovej / Svenstrup)";551992;6314627
