UIC,Parent_UIC,Stationsnavn,Forkortelse,Region nr,Region navn,Kommune nr,Kommune navn,FjernRegional,Stog,KystKastrup,Arriva,Metro,Privatbane,Letbane,Border,Øst,Vest,H-omr,Lukket,Planlagt station,LTM_ID,LTM_ID_1,LTM_ID_S,LTM_ID_M,LTM_ID_LB,LTM_ID_PB,OTM_ID,OTM_ID_1,OTM_ID_S,OTM_ID_LB,X-koordinat,Y-koordinat
8601519,,Odder,0,1082,Midtjylland,727,Odder,0,0,0,0,0,1,0,0,1,0,1,0,0,8601519,0,0,0,1608601519,0,0,0,0,0,0,0
8601515,,Mårslet,0,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8601515,0,0,0,1608601515,0,0,0,0,0,0,0
8601514,,Mølleparken,0,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8601514,0,0,0,1608601514,0,0,0,0,0,0,0
8601513,,Malling,0,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8601513,0,0,0,1608601513,0,0,0,0,0,0,0
8601512,,Kongsvang,0,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8601512,0,0,0,1608601512,0,0,0,0,0,0,0
8601510,,Nørrevænget,0,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8601510,0,0,0,1608601510,0,0,0,0,0,0,0
8601509,,G. Clausensvej,0,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8601509,0,0,0,1608601509,0,0,0,0,0,0,0
8601507,,Egelund,0,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8601507,0,0,0,1608601507,0,0,0,0,0,0,0
8601503,,Beder,0,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8601503,0,0,0,1608601503,0,0,0,0,0,0,0
8601501,,Assedrup,0,1082,Midtjylland,727,Odder,0,0,0,0,0,1,0,0,1,0,1,0,0,8601501,0,0,0,1608601501,0,0,0,0,0,0,0
8601443,,Ørby,0,1084,Hovedstaden,270,Gribskov,0,0,0,0,0,1,0,0,1,0,1,0,0,8601443,0,0,0,0,0,0,0,0,0,0,0
8601439,,Vejby,0,1084,Hovedstaden,270,Gribskov,0,0,0,0,0,1,0,0,1,0,1,0,0,8601439,0,0,0,0,0,0,0,0,0,0,0
8601437,,Tisvildeleje,0,1084,Hovedstaden,270,Gribskov,0,0,0,0,0,1,0,0,1,0,1,0,0,8601437,0,0,0,0,0,0,0,0,0,0,0
8601433,,Slotspavillonen,0,1084,Hovedstaden,219,Hillerød,0,0,0,0,0,1,0,0,1,0,1,0,0,8601433,0,0,0,0,0,0,0,0,0,0,0
8601431,,Saltrup,0,1084,Hovedstaden,270,Gribskov,0,0,0,0,0,1,0,0,1,0,1,0,0,8601431,0,0,0,0,0,0,0,0,0,0,0
8601429,,Pårup,0,1084,Hovedstaden,270,Gribskov,0,0,0,0,0,1,0,0,1,0,1,0,0,8601429,0,0,0,0,0,0,0,0,0,0,0
8601428,,Græsted Syd,0,1084,Hovedstaden,270,Gribskov,0,0,0,0,0,1,0,0,1,0,1,0,0,8601428,0,0,0,0,0,0,0,0,0,0,0
8601427,,Mårum (Græsted-Gilleleje),0,1084,Hovedstaden,270,Gribskov,0,0,0,0,0,1,0,0,1,0,1,0,0,8601427,0,0,0,0,0,0,0,0,0,0,0
8601425,,Laugø,0,1084,Hovedstaden,270,Gribskov,0,0,0,0,0,1,0,0,1,0,1,0,0,8601425,0,0,0,0,0,0,0,0,0,0,0
8601421,,Kagerup (Hillerød),0,1084,Hovedstaden,270,Gribskov,0,0,0,0,0,1,0,0,1,0,1,0,0,8601421,0,0,0,0,0,0,0,0,0,0,0
8601417,,Holløse,0,1084,Hovedstaden,270,Gribskov,0,0,0,0,0,1,0,0,1,0,1,0,0,8601417,0,0,0,0,0,0,0,0,0,0,0
8601411,,Helsinge,0,1084,Hovedstaden,270,Gribskov,0,0,0,0,0,1,0,0,1,0,1,0,0,8601411,0,0,0,0,0,0,0,0,0,0,0
8601409,,Græsted,0,1084,Hovedstaden,270,Gribskov,0,0,0,0,0,1,0,0,1,0,1,0,0,8601409,0,0,0,0,0,0,0,0,0,0,0
8601407,,Gribsø,0,1084,Hovedstaden,219,Hillerød,0,0,0,0,0,1,0,0,1,0,1,0,0,8601407,0,0,0,0,0,0,0,0,0,0,0
8601405,,Godhavn,0,1084,Hovedstaden,270,Gribskov,0,0,0,0,0,1,0,0,1,0,1,0,0,8601405,0,0,0,0,0,0,0,0,0,0,0
8601403,,Gilleleje,0,1084,Hovedstaden,270,Gribskov,0,0,0,0,0,1,0,0,1,0,1,0,0,8601403,0,0,0,0,0,0,0,0,0,0,0
8601402,,Fjellenstrup,0,1084,Hovedstaden,270,Gribskov,0,0,0,0,0,1,0,0,1,0,1,0,0,8601402,0,0,0,0,0,0,0,0,0,0,0
8601401,,Duemose,0,1084,Hovedstaden,270,Gribskov,0,0,0,0,0,1,0,0,1,0,1,0,0,8601401,0,0,0,0,0,0,0,0,0,0,0
8601053,,Tokkerup,0,1085,Sjælland,320,Faxe,0,0,0,0,0,1,0,0,0,1,0,0,0,8601053,0,0,0,0,0,0,0,0,0,0,0
8601045,,St. Heddinge,0,1085,Sjælland,336,Stevns,0,0,0,0,0,1,0,0,0,1,0,0,0,8601045,0,0,0,0,0,0,0,0,0,0,0
8601039,,Rødvig,0,1085,Sjælland,336,Stevns,0,0,0,0,0,1,0,0,0,1,0,0,0,8601039,0,0,0,0,0,0,0,0,0,0,0
8601027,,Klippinge,0,1085,Sjælland,336,Stevns,0,0,0,0,0,1,0,0,0,1,0,0,0,8601027,0,0,0,0,0,0,0,0,0,0,0
8601025,,Karise,0,1085,Sjælland,320,Faxe,0,0,0,0,0,1,0,0,0,1,0,0,0,8601025,0,0,0,0,0,0,0,0,0,0,0
8601014,,Faxe Syd,0,1085,Sjælland,320,Faxe,0,0,0,0,0,1,0,0,0,1,0,0,0,8601014,0,0,0,0,0,0,0,0,0,0,0
8601013,,Faxe Ladeplads,0,1085,Sjælland,320,Faxe,0,0,0,0,0,1,0,0,0,1,0,0,0,8601013,0,0,0,0,0,0,0,0,0,0,0
8600956,,Egedal,Egd,1084,Hovedstaden,240,Egedal,0,1,0,0,0,0,0,0,1,0,1,0,0,8600956,0,0,0,0,0,0,0,0,0,0,0
8600955,,Kildedal,Kid,1084,Hovedstaden,151,Ballerup,0,1,0,0,0,0,0,0,1,0,1,0,0,8600955,0,0,0,0,0,0,0,0,0,0,0
8600907,,Varpelev,0,1085,Sjælland,336,Stevns,0,0,0,0,0,1,0,0,1,0,0,0,0,8600907,0,0,0,0,0,0,0,0,0,0,0
8600906,,Lille Linde,0,1085,Sjælland,336,Stevns,0,0,0,0,0,1,0,0,1,0,0,0,0,8601037,0,0,0,0,0,0,0,0,0,0,0
8600905,,Hårlev,0,1085,Sjælland,336,Stevns,0,0,0,0,0,1,0,0,1,0,0,0,0,8600905,0,0,0,0,0,0,0,0,0,0,0
8600904,,Himlingøje,0,1085,Sjælland,336,Stevns,0,0,0,0,0,1,0,0,1,0,0,0,0,8600904,0,0,0,0,0,0,0,0,0,0,0
8600903,,Grubberholm,0,1085,Sjælland,336,Stevns,0,0,0,0,0,1,0,0,1,0,0,0,0,8600903,0,0,0,0,0,0,0,0,0,0,0
8600902,,Vallø,0,1085,Sjælland,336,Stevns,0,0,0,0,0,1,0,0,1,0,0,0,0,8600902,0,0,0,0,0,0,0,0,0,0,0
8600901,,Egøje,0,1085,Sjælland,259,Køge,0,0,0,0,0,1,0,0,1,0,0,0,0,8600901,0,0,0,0,0,0,0,0,0,0,0
8600858,8600858,Københavns Lufthavn,Cph,1084,Hovedstaden,185,Tårnby,1,0,1,0,1,0,0,0,1,0,1,0,0,8600858,0,0,0,0,0,0,0,0,0,0,0
8600857,,Tårnby,Tåt,1084,Hovedstaden,185,Tårnby,0,0,1,0,0,0,0,0,1,0,1,0,0,8600857,0,0,0,0,0,0,0,0,0,0,0
8600856,8600856,Ørestad,Øre,1084,Hovedstaden,101,København,0,0,1,0,1,0,0,0,1,0,1,0,0,8600856,0,0,0,0,0,0,0,0,0,0,0
8600852,,Udland via Helsingør-Helsingborg overfart,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,8600852,0,0,0,0,0,0,0,0,0,0,0
8600851,,Udland via Øresundsforbindelsen,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,8600851,0,0,0,0,0,0,0,0,0,0,0
8600841,,Udland via Rødby-Puttgarden overfart,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,8600841,0,0,0,0,0,0,0,0,0,0,0
8600840,,Rødby Færge,Rf,1085,Sjælland,360,Lolland,1,0,0,0,0,0,0,0,1,0,0,0,0,8600840,0,0,0,0,0,0,0,0,0,0,0
8600824,,Nykøbing F,Nf,1085,Sjælland,376,Guldborgsund,1,0,0,0,0,1,0,0,1,0,0,0,0,8600824,0,0,0,0,1208600824,0,0,0,0,0,0
8600822,,Eskilstrup,Ek,1085,Sjælland,376,Guldborgsund,1,0,0,0,0,0,0,0,1,0,0,0,0,8600822,0,0,0,0,0,0,0,0,0,0,0
8600821,,Nørre Alslev,Nv,1085,Sjælland,376,Guldborgsund,1,0,0,0,0,0,0,0,1,0,0,0,0,8600821,0,0,0,0,0,0,0,0,0,0,0
8600819,,Orehoved,0,1085,Sjælland,376,Guldborgsund,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8600816,,Vordingborg,Vo,1085,Sjælland,390,Vordingborg,1,0,0,0,0,0,0,0,1,0,0,0,0,8600816,0,0,0,0,0,0,0,0,0,0,0
8600814,,Lundby,Lu,1085,Sjælland,390,Vordingborg,1,0,0,0,0,0,0,0,1,0,0,0,0,8600814,0,0,0,0,0,0,0,0,0,0,0
8600810,,Næstved,Næ,1085,Sjælland,370,Næstved,1,0,0,0,0,0,0,0,1,0,0,0,0,8600810,1008600810,0,0,0,0,0,0,0,0,0,0
8600809,,Holme-Olstrup,Ol,1085,Sjælland,370,Næstved,1,0,0,0,0,0,0,0,1,0,0,0,0,8600809,0,0,0,0,0,0,0,0,0,0,0
8600807,,Haslev,Hz,1085,Sjælland,320,Faxe,1,0,0,0,0,0,0,0,1,0,0,0,0,8600807,0,0,0,0,0,0,0,0,0,0,0
8600806,,Tureby,Th,1085,Sjælland,259,Køge,1,0,0,0,0,0,0,0,1,0,0,0,0,8600806,0,0,0,0,0,0,0,0,0,0,0
8600805,,Herfølge,Hf,1085,Sjælland,259,Køge,1,0,0,0,0,0,0,0,1,0,0,0,0,8600805,0,0,0,0,0,0,0,0,0,0,0
8600804,,Vigerslev Allé,Vgt,1084,Hovedstaden,101,København,0,1,0,0,0,0,0,0,1,0,1,0,0,8600804,0,0,0,0,0,0,0,0,0,0,0
8600803,,Køge,Kj,1085,Sjælland,259,Køge,1,1,0,0,0,1,0,0,1,0,1,0,0,8600803,0,1108600803,0,0,1208600803,0,0,0,0,0,0
8600802,,Lille Skensved,Lw,1085,Sjælland,269,Solrød,1,0,0,0,0,0,0,0,1,0,0,0,0,8600802,0,0,0,0,0,0,0,0,0,0,0
8600801,,Havdrup,Hd,1085,Sjælland,265,Roskilde,1,0,0,0,0,0,0,0,1,0,0,0,0,8600801,0,0,0,0,0,0,0,0,0,0,0
8600800,,Gadstrup,Gt,1085,Sjælland,265,Roskilde,1,0,0,0,0,0,0,0,1,0,0,0,0,8600800,0,0,0,0,0,0,0,0,0,0,0
8600798,,Høje Taastrup,Htå,1084,Hovedstaden,169,Høje-Taastrup,1,1,0,0,0,0,0,0,1,0,1,0,0,8600798,0,1108600798,0,0,0,0,0,0,0,0,0
8600794,,Roskilde Festivalplads,ROF,1085,Sjælland,265,Roskilde,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600793,,Næstved Nord,Næn,1085,Sjælland,370,Næstved,1,0,0,0,0,0,0,0,1,0,0,0,0,8600793,0,0,0,0,0,0,0,0,0,0,0
8600792,,Ølby,Ølb,1085,Sjælland,259,Køge,1,1,0,0,0,0,0,0,1,0,1,0,0,8600792,0,1108600792,0,0,0,0,0,0,0,0,0
8600791,,Jersie,Jsi,1085,Sjælland,269,Solrød,0,1,0,0,0,0,0,0,1,0,1,0,0,8600791,0,0,0,0,0,0,0,0,0,0,0
8600790,,Solrød Strand,Sol,1085,Sjælland,269,Solrød,0,1,0,0,0,0,0,0,1,0,1,0,0,8600790,0,0,0,0,0,0,0,0,0,0,0
8600783,,Ny Ellebjerg,Nel,1084,Hovedstaden,101,København,1,1,0,0,0,0,0,0,1,0,1,0,0,8600783,1008600783,1108600783,0,0,0,0,0,0,0,0,0
8600781,,Kildebakke,Ket,1084,Hovedstaden,159,Gladsaxe,0,1,0,0,0,0,0,0,1,0,1,0,0,8600781,0,0,0,0,0,0,0,0,0,0,0
8600780,,Dyssegård,Dyt,1084,Hovedstaden,157,Gentofte,0,1,0,0,0,0,0,0,1,0,1,0,0,8600780,0,0,0,0,0,0,0,0,0,0,0
8600779,,Mørdrup,MØT,1084,Hovedstaden,260,Helsingør,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600778,,Langerød,LRT,1084,Hovedstaden,210,Fredensborg,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600777,,Grønholt,GRT,1084,Hovedstaden,210,Fredensborg,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600773,,Glumsø,Gz,1085,Sjælland,370,Næstved,1,0,0,0,0,0,0,0,1,0,0,0,0,8600773,0,0,0,0,0,0,0,0,0,0,0
8600771,,Karlslunde,Klu,1085,Sjælland,253,Greve,0,1,0,0,0,0,0,0,1,0,1,0,0,8600771,0,0,0,0,0,0,0,0,0,0,0
8600770,,Greve,Gre,1085,Sjælland,253,Greve,0,1,0,0,0,0,0,0,1,0,1,0,0,8600770,0,0,0,0,0,0,0,0,0,0,0
8600769,,Hundige,Und,1085,Sjælland,253,Greve,0,1,0,0,0,0,0,0,1,0,1,0,0,8600769,0,0,0,0,0,0,0,0,0,0,0
8600768,,Ishøj,Ih,1084,Hovedstaden,183,Ishøj,0,1,0,0,0,0,1,0,1,0,1,0,0,8600768,0,0,0,8606156,0,0,0,0,0,0,0
8600767,,Vallensbæk,Vlb,1084,Hovedstaden,187,Vallensbæk,0,1,0,0,0,0,1,0,1,0,1,0,0,8600767,0,0,0,8606153,0,0,0,0,0,0,0
8600766,,Brøndby Strand,Bsa,1084,Hovedstaden,153,Brøndby,0,1,0,0,0,0,0,0,1,0,1,0,0,8600766,0,0,0,0,0,0,0,0,0,0,0
8600765,,Avedøre,Avø,1084,Hovedstaden,167,Hvidovre,0,1,0,0,0,0,0,0,1,0,1,0,0,8600765,0,0,0,0,0,0,0,0,0,0,0
8600764,,Friheden,Frh,1084,Hovedstaden,167,Hvidovre,0,1,0,0,0,0,0,0,1,0,1,0,0,8600764,0,0,0,0,0,0,0,0,0,0,0
8600763,,Åmarken,Åm,1084,Hovedstaden,167,Hvidovre,0,1,0,0,0,0,0,0,1,0,1,0,0,8600763,0,0,0,0,0,0,0,0,0,0,0
8600761,,Sjælør,Sjæ,1084,Hovedstaden,101,København,0,1,0,0,0,0,0,0,1,0,1,0,0,8600761,0,0,0,0,0,0,0,0,0,0,0
8600760,,Sydhavn,Syv,1084,Hovedstaden,101,København,0,1,0,0,0,0,0,0,1,0,1,0,0,8600760,0,0,0,0,0,0,0,0,0,0,0
8600756,,Malmparken,Mpt,1084,Hovedstaden,151,Ballerup,0,1,0,0,0,0,0,0,1,0,1,0,0,8600756,0,0,0,0,0,0,0,0,0,0,0
8600755,,Trekroner,Trk,1085,Sjælland,265,Roskilde,1,0,0,0,0,0,0,0,1,0,1,0,0,8600755,0,0,0,0,0,0,0,0,0,0,0
8600742,,Danshøj,Dah,1084,Hovedstaden,101,København,0,1,0,0,0,0,0,0,1,0,1,0,0,8600742,0,1108600742,0,0,0,0,0,0,0,0,0
8600741,,Ålholm,Ålm,1084,Hovedstaden,101,København,0,1,0,0,0,0,0,0,1,0,1,0,0,8600741,0,0,0,0,0,0,0,0,0,0,0
8600740,,KB Hallen,Kbn,1084,Hovedstaden,101,København,0,1,0,0,0,0,0,0,1,0,1,0,0,8600740,0,0,0,0,0,0,0,0,0,0,0
8600739,,Bispebjerg,Bit,1084,Hovedstaden,101,København,0,1,0,0,0,0,0,0,1,0,1,0,0,8600739,0,0,0,0,0,0,0,0,0,0,0
8600736,8600736,Flintholm,Fl,1084,Hovedstaden,147,Frederiksberg,0,1,0,0,1,0,0,0,1,0,1,0,0,8600736,0,1108600736,0,0,0,0,0,0,0,0,0
8600734,,Jyllingevej,Jyt,1084,Hovedstaden,101,København,0,1,0,0,0,0,0,0,1,0,1,0,0,8600734,0,0,0,0,0,0,0,0,0,0,0
8600727,,Kalundborg,Kb,1085,Sjælland,326,Kalundborg,1,0,0,0,0,0,0,0,1,0,0,0,0,8600727,0,0,0,0,0,0,0,0,0,0,0
8600724,,Svebølle,Se,1085,Sjælland,326,Kalundborg,1,0,0,0,0,0,0,0,1,0,0,0,0,8600724,0,0,0,0,0,0,0,0,0,0,0
8600723,,Jyderup,Jy,1085,Sjælland,316,Holbæk,1,0,0,0,0,0,0,0,1,0,0,0,0,8600723,0,0,0,0,0,0,0,0,0,0,0
8600722,,Mørkøv,Mø,1085,Sjælland,316,Holbæk,1,0,0,0,0,0,0,0,1,0,0,0,0,8600722,0,0,0,0,0,0,0,0,0,0,0
8600721,,Knabstrup,Ks,1085,Sjælland,316,Holbæk,1,0,0,0,0,0,0,0,1,0,0,0,0,8600721,0,0,0,0,0,0,0,0,0,0,0
8600720,,Regstrup,Rt,1085,Sjælland,316,Holbæk,1,0,0,0,0,0,0,0,1,0,0,0,0,8600720,0,0,0,0,0,0,0,0,0,0,0
8600719,,Holbæk,Hk,1085,Sjælland,316,Holbæk,1,0,0,0,0,1,0,0,1,0,0,0,0,8600719,1218600719,0,0,0,1208600719,0,0,0,0,0,0
8600718,,Vipperød,Pe,1085,Sjælland,316,Holbæk,1,0,0,0,0,0,0,0,1,0,0,0,0,8600718,0,0,0,0,1208600718,0,0,0,0,0,0
8600717,,Tølløse,Tø,1085,Sjælland,316,Holbæk,1,0,0,0,0,1,0,0,1,0,0,0,0,8600717,0,0,0,0,1208600717,0,0,0,0,0,0
8600716,,Hvalsø,Hv,1085,Sjælland,350,Lejre,1,0,0,0,0,0,0,0,1,0,0,0,0,8600716,0,0,0,0,0,0,0,0,0,0,0
8600715,,Lejre,Lj,1085,Sjælland,350,Lejre,1,0,0,0,0,0,0,0,1,0,0,0,0,8600715,0,0,0,0,0,0,0,0,0,0,0
8600714,,Frederikssund,Fs,1084,Hovedstaden,250,Frederikssund,0,1,0,0,0,0,0,0,1,0,1,0,0,8600714,0,0,0,0,0,0,0,0,0,0,0
8600712,,Ølstykke,Øl,1084,Hovedstaden,240,Egedal,0,1,0,0,0,0,0,0,1,0,1,0,0,8600712,0,0,0,0,0,0,0,0,0,0,0
8600711,,Stenløse,St,1084,Hovedstaden,240,Egedal,0,1,0,0,0,0,0,0,1,0,1,0,0,8600711,0,0,0,0,0,0,0,0,0,0,0
8600710,,Veksø,Vs,1084,Hovedstaden,240,Egedal,0,1,0,0,0,0,0,0,1,0,1,0,0,8600710,0,0,0,0,0,0,0,0,0,0,0
8600709,,Måløv,Mw,1084,Hovedstaden,151,Ballerup,0,1,0,0,0,0,0,0,1,0,1,0,0,8600709,0,0,0,0,0,0,0,0,0,0,0
8600708,,Ballerup,Ba,1084,Hovedstaden,151,Ballerup,0,1,0,0,0,0,0,0,1,0,1,0,0,8600708,0,0,0,0,0,0,0,0,0,0,0
8600707,,Skovlunde,Sko,1084,Hovedstaden,151,Ballerup,0,1,0,0,0,0,0,0,1,0,1,0,0,8600707,0,0,0,0,0,0,0,0,0,0,0
8600706,,Herlev,Her,1084,Hovedstaden,163,Herlev,0,1,0,0,0,0,1,0,1,0,1,0,0,8600706,0,0,0,8606144,0,0,0,0,0,0,0
8600705,,Husum,Hut,1084,Hovedstaden,101,København,0,1,0,0,0,0,0,0,1,0,1,0,0,8600705,0,0,0,0,0,0,0,0,0,0,0
8600704,,Islev,Ist,1084,Hovedstaden,101,København,0,1,0,0,0,0,0,0,1,0,1,0,0,8600704,0,0,0,0,0,0,0,0,0,0,0
8600703,8600703,Vanløse,Van,1084,Hovedstaden,101,København,0,1,0,0,1,0,0,0,1,0,1,0,0,8600703,0,0,0,0,0,0,0,0,0,0,0
8600702,,Peter Bangs Vej,Pbt,1084,Hovedstaden,147,Frederiksberg,0,1,0,0,0,0,0,0,1,0,1,0,0,8600702,0,0,0,0,0,0,0,0,0,0,0
8600701,,Langgade,Vat,1084,Hovedstaden,101,København,0,1,0,0,0,0,0,0,1,0,1,0,0,8600701,0,0,0,0,0,0,0,0,0,0,0
8600696,,Farum,Fm,1084,Hovedstaden,190,Furesø,0,1,0,0,0,0,0,0,1,0,1,0,0,8600696,0,0,0,0,0,0,0,0,0,0,0
8600695,,Værløse,Vær,1084,Hovedstaden,190,Furesø,0,1,0,0,0,0,0,0,1,0,1,0,0,8600695,0,0,0,0,0,0,0,0,0,0,0
8600694,,Hareskov,Har,1084,Hovedstaden,190,Furesø,0,1,0,0,0,0,0,0,1,0,1,0,0,8600694,0,0,0,0,0,0,0,0,0,0,0
8600693,,Skovbrynet,Skt,1084,Hovedstaden,159,Gladsaxe,0,1,0,0,0,0,0,0,1,0,1,0,0,8600693,0,0,0,0,0,0,0,0,0,0,0
8600692,,Bagsværd,Bav,1084,Hovedstaden,159,Gladsaxe,0,1,0,0,0,0,0,0,1,0,1,0,0,8600692,0,0,0,0,0,0,0,0,0,0,0
8600691,,Stengården,Sgt,1084,Hovedstaden,159,Gladsaxe,0,1,0,0,0,0,0,0,1,0,1,0,0,8600691,0,0,0,0,0,0,0,0,0,0,0
8600690,,Buddinge,Bud,1084,Hovedstaden,159,Gladsaxe,0,1,0,0,0,0,1,0,1,0,1,0,0,8600690,0,0,0,8606137,0,0,0,0,0,0,0
8600689,,Vangede,Ang,1084,Hovedstaden,157,Gentofte,0,1,0,0,0,0,0,0,1,0,1,0,0,8600689,0,0,0,0,0,0,0,0,0,0,0
8600688,,Emdrup,Emt,1084,Hovedstaden,101,København,0,1,0,0,0,0,0,0,1,0,1,0,0,8600688,0,0,0,0,0,0,0,0,0,0,0
8600686,,Kvistgård,KÅ,1084,Hovedstaden,217,Helsingør,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600685,,Fredensborg,FD,1084,Hovedstaden,210,Fredensborg,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600684,,Kratbjerg,0,1084,Hovedstaden,210,Fredensborg,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600683,,Hillerød,Hi,1084,Hovedstaden,219,Hillerød,0,1,0,0,0,1,0,0,1,0,1,0,0,8600683,1208600683,1218600683,0,0,1228600683,0,0,0,0,0,0
8600681,,Allerød,Li,1084,Hovedstaden,201,Allerød,0,1,0,0,0,0,0,0,1,0,1,0,0,8600681,0,0,0,0,0,0,0,0,0,0,0
8600680,,Rødovre,Rdo,1084,Hovedstaden,175,Rødovre,0,1,0,0,0,0,0,0,1,0,1,0,0,8600680,0,0,0,0,0,0,0,0,0,0,0
8600679,,Brøndbyøster,Bøt,1084,Hovedstaden,153,Brøndby,0,1,0,0,0,0,0,0,1,0,1,0,0,8600679,0,0,0,0,0,0,0,0,0,0,0
8600678,,Birkerød,Bi,1084,Hovedstaden,230,Rudersdal,0,1,0,0,0,0,0,0,1,0,1,0,0,8600678,0,0,0,0,0,0,0,0,0,0,0
8600677,,Holte,Hot,1084,Hovedstaden,230,Rudersdal,0,1,0,0,0,0,0,0,1,0,1,0,0,8600677,0,0,0,0,0,0,0,0,0,0,0
8600676,,Virum,Vir,1084,Hovedstaden,173,Lyngby-Taarbæk,0,1,0,0,0,0,0,0,1,0,1,0,0,8600676,0,0,0,0,0,0,0,0,0,0,0
8600675,,Lyngby,Ly,1084,Hovedstaden,173,Lyngby-Taarbæk,0,1,0,0,0,0,1,0,1,0,1,0,0,8600675,0,0,0,8606135,0,0,0,0,0,0,0
8600674,,Jægersborg,Jæt,1084,Hovedstaden,157,Gentofte,0,1,0,0,0,1,0,0,1,0,1,0,0,8600674,0,0,0,0,1208600674,0,0,0,0,0,0
8600673,,Gentofte,Gj,1084,Hovedstaden,157,Gentofte,0,1,0,0,0,0,0,0,1,0,1,0,0,8600673,0,0,0,0,0,0,0,0,0,0,0
8600672,,Bernstorffsvej,Bft,1084,Hovedstaden,157,Gentofte,0,1,0,0,0,0,0,0,1,0,1,0,0,8600672,0,0,0,0,0,0,0,0,0,0,0
8600669,,Helsingør,Hg,1084,Hovedstaden,217,Helsingør,0,0,1,0,0,1,0,0,1,0,1,0,0,8600669,1208600699,0,0,0,1218600699,0,0,0,0,0,0
8600668,,Snekkersten,Sq,1084,Hovedstaden,217,Helsingør,0,0,1,0,0,0,0,0,1,0,1,0,0,8600668,0,0,0,0,1208600668,0,0,0,0,0,0
8600667,,Espergærde,Gæ,1084,Hovedstaden,217,Helsingør,0,0,1,0,0,0,0,0,1,0,1,0,0,8600667,0,0,0,0,0,0,0,0,0,0,0
8600666,,Humlebæk,Hum,1084,Hovedstaden,210,Fredensborg,0,0,1,0,0,0,0,0,1,0,1,0,0,8600666,0,0,0,0,0,0,0,0,0,0,0
8600665,,Nivå,Ni,1084,Hovedstaden,210,Fredensborg,0,0,1,0,0,0,0,0,1,0,1,0,0,8600665,0,0,0,0,0,0,0,0,0,0,0
8600664,,Kokkedal,Ok,1084,Hovedstaden,223,Hørsholm,0,0,1,0,0,0,0,0,1,0,1,0,0,8600664,0,0,0,0,0,0,0,0,0,0,0
8600663,,Rungsted Kyst,Ru,1084,Hovedstaden,223,Hørsholm,0,0,1,0,0,0,0,0,1,0,1,0,0,8600663,0,0,0,0,0,0,0,0,0,0,0
8600662,,Vedbæk,Vb,1084,Hovedstaden,230,Rudersdal,0,0,1,0,0,0,0,0,1,0,1,0,0,8600662,0,0,0,0,0,0,0,0,0,0,0
8600661,,Skodsborg,Så,1084,Hovedstaden,230,Rudersdal,0,0,1,0,0,0,0,0,1,0,1,0,0,8600661,0,0,0,0,0,0,0,0,0,0,0
8600659,,Klampenborg,Kl,1084,Hovedstaden,157,Gentofte,0,1,1,0,0,0,0,0,1,0,1,0,0,8600659,0,1108600659,0,0,0,0,0,0,0,0,0
8600658,,Ordrup,Op,1084,Hovedstaden,157,Gentofte,0,1,0,0,0,0,0,0,1,0,1,0,0,8600658,0,0,0,0,0,0,0,0,0,0,0
8600657,,Charlottenlund,Ch,1084,Hovedstaden,157,Gentofte,0,1,0,0,0,0,0,0,1,0,1,0,0,8600657,0,0,0,0,0,0,0,0,0,0,0
8600655,8600655,Hellerup,Hl,1084,Hovedstaden,101,København,0,1,1,0,0,0,0,0,1,0,1,0,0,8600655,1108600655,1118600655,0,0,0,0,0,0,0,0,0
8600654,,Svanemøllen,Sam,1084,Hovedstaden,101,København,0,1,0,0,0,0,0,0,1,0,1,0,0,8600654,0,0,0,0,0,0,0,0,0,0,0
