UIC,Parent_UIC,Stationsnavn,Forkortelse,Region nr,Region navn,Kommune nr,Kommune navn,FjernRegional,Stog,KystKastrup,Arriva,Metro,Privatbane,Letbane,Border,Øst,Vest,H-omr,Lukket,Planlagt station,LTM_ID,LTM_ID_1,LTM_ID_S,LTM_ID_M,LTM_ID_LB,LTM_ID_PB,OTM_ID,OTM_ID_1,OTM_ID_S,OTM_ID_LB,X-koordinat,Y-koordinat
8600653,,Nordhavn,Nht,1084,Hovedstaden,101,København,0,1,0,0,1,0,0,0,1,0,1,0,0,8600653,0,0,8603438,0,0,0,0,0,0,0,0
8600650,8600650,Østerport,Kk,1084,Hovedstaden,101,København,1,1,1,0,1,0,0,0,1,0,1,0,0,8600650,0,1108600650,8603426,0,0,0,0,0,0,0,0
8600646,8600646,Nørreport,Kn,1084,Hovedstaden,101,København,1,1,1,0,1,0,0,0,1,0,1,0,0,8600646,0,1108600646,0,0,0,0,0,0,0,0,0
8600645,,Vesterport,Vpt,1084,Hovedstaden,101,København,0,1,0,0,0,0,0,0,1,0,1,0,0,8600645,0,0,0,0,0,0,0,0,0,0,0
8600644,,Ryparken,Ryt,1084,Hovedstaden,101,København,0,1,0,0,0,0,0,0,1,0,1,0,0,8600644,0,1108600644,0,0,0,0,0,0,0,0,0
8600642,8600642,Nørrebro,Nø,1084,Hovedstaden,101,København,0,1,0,0,1,0,0,0,1,0,1,0,0,8600642,0,0,8603431,0,0,0,0,0,0,0,0
8600641,,Grøndal,Ght,1084,Hovedstaden,101,København,0,1,0,0,0,0,0,0,1,0,1,0,0,8600641,0,0,0,0,0,0,0,0,0,0,0
8600640,,Fuglebakken,Fut,1084,Hovedstaden,147,Frederiksberg,0,1,0,0,0,0,0,0,1,0,1,0,0,8600640,0,0,0,0,0,0,0,0,0,0,0
8600636,,Sorgenfri,Sft,1084,Hovedstaden,173,Lyngby-Taarbæk,0,1,0,0,0,0,0,0,1,0,1,0,0,8600636,0,0,0,0,0,0,0,0,0,0,0
8600634,,Dybbølsbro,Dbt,1084,Hovedstaden,101,København,0,1,0,0,0,0,0,0,1,0,1,0,0,8600634,0,0,0,0,0,0,0,0,0,0,0
8600631,,Carlsberg,Cb,1084,Hovedstaden,101,København,0,1,0,0,0,0,0,0,1,0,1,0,0,8600631,0,0,0,0,0,0,0,0,0,0,0
8600626,8600626,København H,Kh,1084,Hovedstaden,101,København,1,1,1,0,1,0,0,0,1,0,1,0,0,8600626,0,1108600626,8603421,0,0,0,0,0,0,0,0
8600625,,Enghave,Av,1084,Hovedstaden,101,København,0,1,0,0,0,0,0,0,1,0,1,1,0,8600625,0,0,0,0,0,0,0,0,0,0,0
8600624,,Valby,Val,1084,Hovedstaden,101,København,1,1,0,0,0,0,0,0,1,0,1,0,0,8600624,0,1108600624,0,0,0,0,0,0,0,0,0
8600622,,Glostrup,Gl,1084,Hovedstaden,161,Glostrup,0,1,0,0,0,0,0,0,1,0,1,0,0,8600622,0,1108600622,0,8606150,0,0,0,0,0,0,0
8600621,,Albertslund,Alb,1084,Hovedstaden,165,Albertslund,0,1,0,0,0,0,0,0,1,0,1,0,0,8600621,0,0,0,0,0,0,0,0,0,0,0
8600620,,Taastrup,Tå,1084,Hovedstaden,169,Høje-Taastrup,0,1,0,0,0,0,0,0,1,0,1,0,0,8600620,0,0,0,0,0,0,0,0,0,0,0
8600619,,Hedehusene,Hh,1084,Hovedstaden,169,Høje-Taastrup,1,0,0,0,0,0,0,0,1,0,1,0,0,8600619,0,0,0,0,0,0,0,0,0,0,0
8600617,,Roskilde,Ro,1085,Sjælland,265,Roskilde,1,0,0,0,0,0,0,0,1,0,1,0,0,8600617,1008600617,0,0,0,0,0,0,0,0,0,0
8600615,,Viby Sjælland,Vy,1085,Sjælland,265,Roskilde,1,0,0,0,0,0,0,0,1,0,0,0,0,8600615,0,0,0,0,0,0,0,0,0,0,0
8600614,,Borup,Bo,1085,Sjælland,259,Køge,1,0,0,0,0,0,0,0,1,0,0,0,0,8600614,0,0,0,0,0,0,0,0,0,0,0
8600611,,Ringsted,Rg,1085,Sjælland,329,Ringsted,1,0,0,0,0,0,0,0,1,0,0,0,0,8600611,0,0,0,0,0,0,0,0,0,0,0
8600608,,Sorø,So,1085,Sjælland,340,Sorø,1,0,0,0,0,0,0,0,1,0,0,0,0,8600608,0,0,0,0,0,0,0,0,0,0,0
8600605,,Slagelse,Sg,1085,Sjælland,330,Slagelse,1,0,0,0,0,1,0,0,1,0,0,0,0,8600605,0,0,0,0,1208600605,0,0,0,0,0,0
8600601,,Korsør,Kø,1085,Sjælland,330,Slagelse,1,0,0,0,0,0,0,0,1,0,0,0,0,8600601,0,0,0,0,0,0,0,0,0,0,0
8600600,,Hvidovre,Hit,1084,Hovedstaden,167,Hvidovre,0,1,0,0,0,0,0,0,1,0,1,0,0,8600600,0,0,0,0,0,0,0,0,0,0,0
8600567,,Stenstrup Syd,Sis,1083,Syddanmark,479,Svendborg,1,0,0,0,0,0,0,0,0,1,0,0,0,8600567,0,0,0,0,0,0,0,0,0,0,0
8600566,,Stenstrup,Sts,1083,Syddanmark,479,Svendborg,1,0,0,0,0,0,0,0,0,1,0,0,0,8600566,0,0,0,0,0,0,0,0,0,0,0
8600565,,Kværndrup,Kvs,1083,Syddanmark,430,Faaborg-Midtfyn,1,0,0,0,0,0,0,0,0,1,0,0,0,8600565,0,0,0,0,0,0,0,0,0,0,0
8600564,,Rudme,Rus,1083,Syddanmark,430,Faaborg-Midtfyn,1,0,0,0,0,0,0,0,0,1,0,0,0,8600564,0,0,0,0,0,0,0,0,0,0,0
8600563,,Ringe,Re,1083,Syddanmark,430,Faaborg-Midtfyn,1,0,0,0,0,0,0,0,0,1,0,0,0,8600563,0,0,0,0,0,0,0,0,0,0,0
8600562,,Pederstrup,Pds,1083,Syddanmark,430,Faaborg-Midtfyn,1,0,0,0,0,0,0,0,0,1,0,0,0,8600562,0,0,0,0,0,0,0,0,0,0,0
8600561,,Årslev,Ås,1083,Syddanmark,430,Faaborg-Midtfyn,1,0,0,0,0,0,0,0,0,1,0,0,0,8600561,0,0,0,0,0,0,0,0,0,0,0
8600560,,Højby,Høs,1083,Syddanmark,461,Odense,1,0,0,0,0,0,0,0,0,1,0,0,0,8600560,0,0,0,0,0,0,0,0,0,0,0
8600559,,Hjallese,Hjs,1083,Syddanmark,461,Odense,1,0,0,0,0,0,1,0,0,1,0,0,0,8600559,0,0,0,8609200,0,0,0,0,0,0,0
8600555,,Svendborg Vest,Svv,1083,Syddanmark,479,Svendborg,1,0,0,0,0,0,0,0,0,1,0,0,0,8600555,0,0,0,0,0,0,0,0,0,0,0
8600551,,Svendborg,Svg,1083,Syddanmark,479,Svendborg,1,0,0,0,0,0,0,0,0,1,0,0,0,8600551,0,0,0,0,0,0,0,0,0,0,0
8600533,,Fruens Bøge,Frs,1083,Syddanmark,461,Odense,1,0,0,0,0,0,0,0,0,1,0,0,0,8600533,0,0,0,0,0,0,0,0,0,0,0
8600526,,Odense Sygehus,Oss,1083,Syddanmark,461,Odense,1,0,0,0,0,0,0,0,0,1,0,0,0,8600526,0,0,0,0,0,0,0,0,0,0,0
8600518,,Nyborg,Ng,1083,Syddanmark,450,Nyborg,1,0,0,0,0,0,0,0,0,1,0,0,0,8600518,0,0,0,0,0,0,0,0,0,0,0
8600515,,Langeskov,Lv,1083,Syddanmark,440,Kerteminde,1,0,0,0,0,0,0,0,0,1,0,0,0,8600515,0,0,0,0,0,0,0,0,0,0,0
8600512,,Odense,Od,1083,Syddanmark,461,Odense,1,0,0,0,0,0,1,0,0,1,0,0,0,8600512,1008600512,0,0,8609218,0,0,0,0,0,0,0
8600511,,Holmstrup,Hp,1083,Syddanmark,461,Odense,1,0,0,0,0,0,0,0,0,1,0,0,0,8600511,0,0,0,0,0,0,0,0,0,0,0
8600509,,Tommerup,Tp,1083,Syddanmark,420,Assens,1,0,0,0,0,0,0,0,0,1,0,0,0,8600509,0,0,0,0,0,0,0,0,0,0,0
8600508,,Skalbjerg,Sc,1083,Syddanmark,420,Assens,1,0,0,0,0,0,0,0,0,1,0,0,0,8600508,0,0,0,0,0,0,0,0,0,0,0
8600507,,Bred,Bd,1083,Syddanmark,420,Assens,1,0,0,0,0,0,0,0,0,1,0,0,0,8600507,0,0,0,0,0,0,0,0,0,0,0
8600506,,Aarup,Ap,1083,Syddanmark,420,Assens,1,0,0,0,0,0,0,0,0,1,0,0,0,8600506,0,0,0,0,0,0,0,0,0,0,0
8600505,,Gelsted,Gd,1083,Syddanmark,410,Middelfart,1,0,0,0,0,0,0,0,0,1,0,0,0,8600505,0,0,0,0,0,0,0,0,0,0,0
8600504,8605958,Ejby,Eb,1083,Syddanmark,410,Middelfart,1,0,0,0,0,0,0,0,0,1,0,0,0,8600504,8605958,0,0,0,0,0,0,0,0,0,0
8600503,,Nørre Aaby,Na,1083,Syddanmark,410,Middelfart,1,0,0,0,0,0,0,0,0,1,0,0,0,8600503,0,0,0,0,0,0,0,0,0,0,0
8600502,,Kauslunde,Ka,1083,Syddanmark,410,Middelfart,1,0,0,0,0,0,0,0,0,1,0,0,0,8600502,0,0,0,0,0,0,0,0,0,0,0
8600501,,Middelfart,Md,1083,Syddanmark,410,Middelfart,1,0,0,0,0,0,0,0,0,1,0,0,0,8600501,0,0,0,0,0,0,0,0,0,0,0
8600436,,Ribe Nørremark,Rbn,1083,Syddanmark,561,Esbjerg,0,0,0,1,0,0,0,0,0,1,0,0,0,8600436,0,0,0,0,0,0,0,0,0,0,0
8600434,,Tønder Nord,Trn,1083,Syddanmark,550,Tønder,0,0,0,1,0,0,0,0,0,1,0,0,0,8600434,0,0,0,0,0,0,0,0,0,0,0
8600432,,Tønder,Tdr,1083,Syddanmark,550,Tønder,0,0,0,1,0,0,0,0,0,1,0,0,0,8600432,0,0,0,0,0,0,0,0,0,0,0
8600431,,Visby,Vis,1083,Syddanmark,550,Tønder,0,0,0,1,0,0,0,0,0,1,0,0,0,8600431,0,0,0,0,0,0,0,0,0,0,0
8600430,,Bredebro,Bw,1083,Syddanmark,550,Tønder,0,0,0,1,0,0,0,0,0,1,0,0,0,8600430,0,0,0,0,0,0,0,0,0,0,0
8600428,,Døstrup Sønderjylland,Ds,1083,Syddanmark,550,Tønder,0,0,0,1,0,0,0,0,0,1,0,0,0,8600428,0,0,0,0,0,0,0,0,0,0,0
8600427,,Skærbæk,Æk,1083,Syddanmark,550,Tønder,0,0,0,1,0,0,0,0,0,1,0,0,0,8600427,0,0,0,0,0,0,0,0,0,0,0
8600426,,Brøns,Brr,1083,Syddanmark,550,Tønder,0,0,0,1,0,0,0,0,0,1,0,0,0,8600426,0,0,0,0,0,0,0,0,0,0,0
8600425,,Rejsby,Rej,1083,Syddanmark,550,Tønder,0,0,0,1,0,0,0,0,0,1,0,0,0,8600425,0,0,0,0,0,0,0,0,0,0,0
8600424,,Hviding,Vd,1083,Syddanmark,561,Esbjerg,0,0,0,1,0,0,0,0,0,1,0,0,0,8600424,0,0,0,0,0,0,0,0,0,0,0
8600423,,Ribe,Rb,1083,Syddanmark,561,Esbjerg,0,0,0,1,0,0,0,0,0,1,0,0,0,8600423,0,0,0,0,0,0,0,0,0,0,0
8600421,,Gredstedbro,Gs,1083,Syddanmark,561,Esbjerg,0,0,0,1,0,0,0,0,0,1,0,0,0,8600421,0,0,0,0,0,0,0,0,0,0,0
8600420,,Sejstrup,Sej,1083,Syddanmark,561,Esbjerg,0,0,0,1,0,0,0,0,0,1,0,0,0,8600420,0,0,0,0,0,0,0,0,0,0,0
8600405,,Udland via Tønder grænse,0,1083,Syddanmark,550,Tønder,0,0,0,1,0,0,0,1,0,1,0,0,0,8600405,0,0,0,0,0,0,0,0,0,0,0
8600404,,Thisted,Ti,1081,Nordjylland,787,Thisted,1,0,0,1,0,0,0,0,0,1,0,0,0,8600404,0,0,0,0,0,0,0,0,0,0,0
8600403,,Sjørring,Ri,1081,Nordjylland,787,Thisted,0,0,0,1,0,0,0,0,0,1,0,0,0,8600403,0,0,0,0,0,0,0,0,0,0,0
8600401,,Snedsted,Sne,1081,Nordjylland,787,Thisted,1,0,0,1,0,0,0,0,0,1,0,0,0,8600401,0,0,0,0,0,0,0,0,0,0,0
8600400,,Hørdum,Hæ,1081,Nordjylland,787,Thisted,0,0,0,1,0,0,0,0,0,1,0,0,0,8600400,0,0,0,0,0,0,0,0,0,0,0
8600398,,Bedsted Thy,Bn,1081,Nordjylland,787,Thisted,1,0,0,1,0,0,0,0,0,1,0,0,0,8600398,0,0,0,0,0,0,0,0,0,0,0
8600397,,Hurup Thy,Ur,1081,Nordjylland,787,Thisted,1,0,0,1,0,0,0,0,0,1,0,0,0,8600397,0,0,0,0,0,0,0,0,0,0,0
8600396,,Ydby,Yd,1081,Nordjylland,787,Thisted,0,0,0,1,0,0,0,0,0,1,0,0,0,8600396,0,0,0,0,0,0,0,0,0,0,0
8600395,,Lyngs,Ln,1082,Midtjylland,671,Struer,0,0,0,1,0,0,0,0,0,1,0,0,0,8600395,0,0,0,0,0,0,0,0,0,0,0
8600394,,Hvidbjerg,Hw,1082,Midtjylland,671,Struer,1,0,0,1,0,0,0,0,0,1,0,0,0,8600394,0,0,0,0,0,0,0,0,0,0,0
8600393,,Uglev,Ul,1082,Midtjylland,671,Struer,0,0,0,1,0,0,0,0,0,1,0,0,0,8600393,0,0,0,0,0,0,0,0,0,0,0
8600392,,Oddesund Nord,No,1082,Midtjylland,671,Struer,0,0,0,1,0,0,0,0,0,1,0,0,0,8600392,0,0,0,0,0,0,0,0,0,0,0
8600390,,Humlum,Um,1082,Midtjylland,671,Struer,0,0,0,1,0,0,0,0,0,1,0,0,0,8600390,0,0,0,0,0,0,0,0,0,0,0
8600327,,Sønderborg,Sdb,1083,Syddanmark,540,Sønderborg,1,0,0,0,0,0,0,0,0,1,0,0,0,8600327,0,0,0,0,0,0,0,0,0,0,0
8600322,,Gråsten,Gst,1083,Syddanmark,540,Sønderborg,1,0,0,0,0,0,0,0,0,1,0,0,0,8600322,0,0,0,0,0,0,0,0,0,0,0
8600318,,Kliplev,Kw,1083,Syddanmark,580,Aabenraa,1,0,0,0,0,0,0,0,0,1,0,0,0,8600318,0,0,0,0,0,0,0,0,0,0,0
8600300,,Aulum,Uu,1082,Midtjylland,657,Herning,1,0,0,0,0,0,0,0,0,1,0,0,0,8600300,0,0,0,0,0,0,0,0,0,0,0
8600298,,Vildbjerg,Id,1082,Midtjylland,657,Herning,1,0,0,0,0,0,0,0,0,1,0,0,0,8600298,0,0,0,0,0,0,0,0,0,0,0
8600291,,Brande,Bb,1082,Midtjylland,756,Ikast-Brande,1,0,0,0,0,0,0,0,0,1,0,0,0,8600291,0,0,0,0,0,0,0,0,0,0,0
8600290,,Thyregod,Thy,1083,Syddanmark,630,Vejle,1,0,0,0,0,0,0,0,0,1,0,0,0,8600290,0,0,0,0,0,0,0,0,0,0,0
8600289,,Give,Gw,1083,Syddanmark,630,Vejle,1,0,0,0,0,0,0,0,0,1,0,0,0,8600289,0,0,0,0,0,0,0,0,0,0,0
8600285,,Jelling,Jl,1083,Syddanmark,630,Vejle,1,0,0,0,0,0,0,0,0,1,0,0,0,8600285,0,0,0,0,0,0,0,0,0,0,0
8600281,,Vejle Sygehus,Vjs,1083,Syddanmark,630,Vejle,1,0,0,0,0,0,0,0,0,1,0,0,0,8600281,0,0,0,0,0,0,0,0,0,0,0
8600280,,Borris,Bs,1082,Midtjylland,760,Ringkøbing-Skjern,0,0,0,1,0,0,0,0,0,1,0,0,0,8600280,0,0,0,0,0,0,0,0,0,0,0
8600279,,Troldhede,Td,1082,Midtjylland,760,Ringkøbing-Skjern,0,0,0,1,0,0,0,0,0,1,0,0,0,8600279,0,0,0,0,0,0,0,0,0,0,0
8600278,,Kibæk,Kæ,1082,Midtjylland,657,Herning,0,0,0,1,0,0,0,0,0,1,0,0,0,8600278,0,0,0,0,0,0,0,0,0,0,0
8600277,,Studsgård,Stu,1082,Midtjylland,657,Herning,0,0,0,1,0,0,0,0,0,1,0,0,0,8600277,0,0,0,0,0,0,0,0,0,0,0
8600276,,Herning Messecenter,Hrm,1082,Midtjylland,657,Herning,0,0,0,1,0,0,0,0,0,1,0,0,0,8600276,0,0,0,0,0,0,0,0,0,0,0
8600275,,Herning,Hr,1082,Midtjylland,657,Herning,1,0,0,1,0,0,0,0,0,1,0,0,0,8600275,1008600275,0,0,0,0,0,0,0,0,0,0
8600274,,Hammerum,Hu,1082,Midtjylland,657,Herning,0,0,0,1,0,0,0,0,0,1,0,0,0,8600274,0,0,0,0,0,0,0,0,0,0,0
8600273,,Ikast,Ik,1082,Midtjylland,756,Ikast-Brande,0,0,0,1,0,0,0,0,0,1,0,0,0,8600273,0,0,0,0,0,0,0,0,0,0,0
8600271,,Bording,Bg,1082,Midtjylland,756,Ikast-Brande,0,0,0,1,0,0,0,0,0,1,0,0,0,8600271,0,0,0,0,0,0,0,0,0,0,0
8600270,,Engesvang,Ev,1082,Midtjylland,756,Ikast-Brande,0,0,0,1,0,0,0,0,0,1,0,0,0,8600270,0,0,0,0,0,0,0,0,0,0,0
8600269,,Birk Centerpark,Bic,1082,Midtjylland,657,Herning,0,0,0,1,0,0,0,0,0,1,0,0,0,8600269,0,0,0,0,0,0,0,0,0,0,0
8600266,,Silkeborg,Sl,1082,Midtjylland,740,Silkeborg,0,0,0,1,0,0,0,0,0,1,0,0,0,8600266,0,0,0,0,0,0,0,0,0,0,0
8600264,,Svejbæk,Sv,1082,Midtjylland,740,Silkeborg,0,0,0,1,0,0,0,0,0,1,0,0,0,8600264,0,0,0,0,0,0,0,0,0,0,0
8600263,,Laven,La,1082,Midtjylland,740,Silkeborg,0,0,0,1,0,0,0,0,0,1,0,0,0,8600263,0,0,0,0,0,0,0,0,0,0,0
8600261,,Ry,Ry,1082,Midtjylland,746,Skanderborg,0,0,0,1,0,0,0,0,0,1,0,0,0,8600261,0,0,0,0,0,0,0,0,0,0,0
8600260,,Alken,Ak,1082,Midtjylland,746,Skanderborg,0,0,0,1,0,0,0,0,0,1,0,0,0,8600260,0,0,0,0,0,0,0,0,0,0,0
8600249,,Varde Kaserne,Vka,1083,Syddanmark,573,Varde,0,0,0,1,0,0,0,0,0,1,0,0,0,8600249,0,0,0,0,0,0,0,0,0,0,0
8600228,,Gjesing,Gje,1083,Syddanmark,561,Esbjerg,0,0,0,1,0,0,0,0,0,1,0,0,0,8600228,0,0,0,0,0,0,0,0,0,0,0
8600227,,Spangsbjerg,Spa,1083,Syddanmark,561,Esbjerg,0,0,0,1,0,0,0,0,0,1,0,0,0,8600227,0,0,0,0,0,0,0,0,0,0,0
8600223,,Vejen,Vn,1083,Syddanmark,575,Vejen,1,0,0,0,0,0,0,0,0,1,0,0,0,8600223,0,0,0,0,0,0,0,0,0,0,0
8600222,,Brørup,Bp,1083,Syddanmark,575,Vejen,1,0,0,0,0,0,0,0,0,1,0,0,0,8600222,0,0,0,0,0,0,0,0,0,0,0
8600221,,Holsted,Hq,1083,Syddanmark,575,Vejen,1,0,0,0,0,0,0,0,0,1,0,0,0,8600221,0,0,0,0,0,0,0,0,0,0,0
8600220,,Gørding,Gø,1083,Syddanmark,561,Esbjerg,1,0,0,0,0,0,0,0,0,1,0,0,0,8600220,0,0,0,0,0,0,0,0,0,0,0
8600219,,Bramming,Bm,1083,Syddanmark,561,Esbjerg,1,0,0,1,0,0,0,0,0,1,0,0,0,8600219,0,0,0,0,0,0,0,0,0,0,0
8600218,,Tjæreborg,Tb,1083,Syddanmark,561,Esbjerg,0,0,0,1,0,0,0,0,0,1,0,0,0,8600218,0,0,0,0,0,0,0,0,0,0,0
8600215,,Esbjerg,Es,1083,Syddanmark,561,Esbjerg,1,0,0,1,0,0,0,0,0,1,0,0,0,8600215,1008600215,0,0,0,0,0,0,0,0,0,0
8600214,,Guldager,Gu,1083,Syddanmark,561,Esbjerg,0,0,0,1,0,0,0,0,0,1,0,0,0,8600214,0,0,0,0,0,0,0,0,0,0,0
8600213,,Varde Nord,Vno,1083,Syddanmark,573,Varde,0,0,0,1,0,0,0,0,0,1,0,0,0,8600213,0,0,0,0,0,0,0,0,0,0,0
8600212,,Varde,Va,1083,Syddanmark,573,Varde,0,0,0,1,0,1,0,0,0,1,0,0,0,8600212,0,0,0,0,1208600212,0,0,0,0,0,0
8600211,,Sig,Is,1083,Syddanmark,573,Varde,0,0,0,1,0,0,0,0,0,1,0,0,0,8600211,0,0,0,0,0,0,0,0,0,0,0
8600210,,Tistrup,Tr,1083,Syddanmark,573,Varde,0,0,0,1,0,0,0,0,0,1,0,0,0,8600210,0,0,0,0,0,0,0,0,0,0,0
8600209,,Gårde,Gå,1083,Syddanmark,573,Varde,0,0,0,1,0,0,0,0,0,1,0,0,0,8600209,0,0,0,0,0,0,0,0,0,0,0
8600208,,Ølgod,Øg,1083,Syddanmark,573,Varde,0,0,0,1,0,0,0,0,0,1,0,0,0,8600208,0,0,0,0,0,0,0,0,0,0,0
8600206,,Tarm,Ta,1082,Midtjylland,760,Ringkøbing-Skjern,0,0,0,1,0,0,0,0,0,1,0,0,0,8600206,0,0,0,0,0,0,0,0,0,0,0
8600205,,Skjern,Sj,1082,Midtjylland,760,Ringkøbing-Skjern,0,0,0,1,0,0,0,0,0,1,0,0,0,8600205,0,0,0,0,0,0,0,0,0,0,0
8600203,,Lem,Lm,1082,Midtjylland,760,Ringkøbing-Skjern,0,0,0,1,0,0,0,0,0,1,0,0,0,8600203,0,0,0,0,0,0,0,0,0,0,0
8600200,,Ringkøbing,Rj,1082,Midtjylland,760,Ringkøbing-Skjern,0,0,0,1,0,0,0,0,0,1,0,0,0,8600200,0,0,0,0,0,0,0,0,0,0,0
8600199,,Hee,He,1082,Midtjylland,760,Ringkøbing-Skjern,0,0,0,1,0,0,0,0,0,1,0,0,0,8600199,0,0,0,0,0,0,0,0,0,0,0
8600198,,Tim,Tm,1082,Midtjylland,760,Ringkøbing-Skjern,0,0,0,1,0,0,0,0,0,1,0,0,0,8600198,0,0,0,0,0,0,0,0,0,0,0
8600197,,Ulfborg,Uf,1082,Midtjylland,661,Holstebro,0,0,0,1,0,0,0,0,0,1,0,0,0,8600197,0,0,0,0,0,0,0,0,0,0,0
8600196,,Vemb,Vem,1082,Midtjylland,661,Holstebro,0,0,0,1,0,1,0,0,0,1,0,0,0,8600196,0,0,0,0,1208600196,0,0,0,0,0,0
8600195,,Bur,Bu,1082,Midtjylland,661,Holstebro,0,0,0,1,0,0,0,0,0,1,0,0,0,8600195,0,0,0,0,0,0,0,0,0,0,0
8600192,,Holstebro,Ho,1082,Midtjylland,661,Holstebro,1,0,0,1,0,0,0,0,0,1,0,0,0,8600192,0,0,0,0,0,0,0,0,0,0,0
8600191,,Hjerm,Hm,1082,Midtjylland,671,Struer,1,0,0,1,0,0,0,0,0,1,0,0,0,8600191,0,0,0,0,0,0,0,0,0,0,0
8600189,,Struer,Str,1082,Midtjylland,671,Struer,1,0,0,1,0,0,0,0,0,1,0,0,0,8600189,0,0,0,0,0,0,0,0,0,0,0
8600187,,Vinderup,Vp,1082,Midtjylland,661,Holstebro,0,0,0,1,0,0,0,0,0,1,0,0,0,8600187,0,0,0,0,0,0,0,0,0,0,0
8600183,,Skive,Sk,1082,Midtjylland,779,Skive,0,0,0,1,0,0,0,0,0,1,0,0,0,8600183,0,0,0,0,0,0,0,0,0,0,0
8600182,,Højslev,Hø,1082,Midtjylland,779,Skive,0,0,0,1,0,0,0,0,0,1,0,0,0,8600182,0,0,0,0,0,0,0,0,0,0,0
8600180,,Stoholm,Sm,1082,Midtjylland,791,Viborg,0,0,0,1,0,0,0,0,0,1,0,0,0,8600180,0,0,0,0,0,0,0,0,0,0,0
8600176,,Viborg,Vg,1082,Midtjylland,791,Viborg,0,0,0,1,0,0,0,0,0,1,0,0,0,8600176,0,0,0,0,0,0,0,0,0,0,0
8600174,,Rødkærsbro,Rk,1082,Midtjylland,791,Viborg,0,0,0,1,0,0,0,0,0,1,0,0,0,8600174,0,0,0,0,0,0,0,0,0,0,0
8600172,,Bjerringbro,Bj,1082,Midtjylland,791,Viborg,0,0,0,1,0,0,0,0,0,1,0,0,0,8600172,0,0,0,0,0,0,0,0,0,0,0
8600171,,Ulstrup,Up,1082,Midtjylland,710,Favrskov,0,0,0,1,0,0,0,0,0,1,0,0,0,8600171,0,0,0,0,0,0,0,0,0,0,0
8600165,,Grenaa,Gr,1082,Midtjylland,707,Norddjurs,1,0,0,0,0,0,0,0,0,1,0,0,0,8600165,0,0,0,1608600165,0,0,0,0,0,0,0
8600164,,Hovmarken,Lpt,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8600164,0,0,0,1608600164,0,0,0,0,0,0,0
8600162,,Trustrup,Tu,1082,Midtjylland,707,Norddjurs,1,0,0,0,0,0,0,0,0,1,0,0,0,8600162,0,0,0,1608600162,0,0,0,0,0,0,0
8600160,,Kolind,Ko,1082,Midtjylland,706,Syddjurs,1,0,0,0,0,0,0,0,0,1,0,0,0,8600160,0,0,0,1608600160,0,0,0,0,0,0,0
8600159,,Ryomgård,Rå,1082,Midtjylland,706,Syddjurs,1,0,0,0,0,0,0,0,0,1,0,0,0,8600159,0,0,0,1608600159,0,0,0,0,0,0,0
8600157,,Mørke,Mr,1082,Midtjylland,706,Syddjurs,1,0,0,0,0,0,0,0,0,1,0,0,0,8600157,0,0,0,1608600157,0,0,0,0,0,0,0
8600156,,Hornslet,Os,1082,Midtjylland,706,Syddjurs,1,0,0,0,0,0,0,0,0,1,0,0,0,8600156,0,0,0,1608600156,0,0,0,0,0,0,0
8600155,,Løgten,Lt,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8600155,0,0,0,1608600155,0,0,0,0,0,0,0
8600154,,Skødstrup,Øds,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8600154,0,0,0,1608600154,0,0,0,0,0,0,0
8600153,,Hjortshøj,Ht,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8600153,0,0,0,1608600153,0,0,0,0,0,0,0
8600152,,Lystrup,Lp,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8600152,0,0,0,1608600152,0,0,0,0,0,0,0
8600151,,Torsøvej,Tov,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8600151,0,0,0,1608600151,0,0,0,0,0,0,0
8600149,,Vestre Strandallé,Vsa,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8600149,0,0,0,1608600149,0,0,0,0,0,0,0
8600148,,Østbanetorvet,Øs,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8600148,0,0,0,1608600148,0,0,0,0,0,0,0
8600129,,Skolebakken,Bak,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8600129,0,0,0,1608600129,0,0,0,0,0,0,0
8600117,,Aalborg Vestby,Abv,1081,Nordjylland,851,Aalborg,1,0,0,0,0,0,0,0,0,1,0,0,0,8600117,0,0,0,0,0,0,0,0,0,0,0
8600116,,Lindholm,Lih,1081,Nordjylland,851,Aalborg,1,0,0,0,0,0,0,0,0,1,0,0,0,8600116,0,0,0,0,0,0,0,0,0,0,0
8600101,,Udland via Padborg grænse,0,1083,Syddanmark,580,Aabenraa,1,0,0,0,0,0,0,1,0,1,0,0,0,8600101,0,0,0,0,0,0,0,0,0,0,0
8600100,,Padborg,Pa,1083,Syddanmark,580,Aabenraa,1,0,0,0,0,0,0,0,0,1,0,0,0,8600100,0,0,0,0,0,0,0,0,0,0,0
